city,state_id,state_name,lat,lng,population
Belle Rose,LA,Louisiana,30.0422,-91.0498,1846
Henderson,LA,Louisiana,30.3186,-91.8039,1795
Coushatta,LA,Louisiana,32.0256,-93.3406,1787
Basile,LA,Louisiana,30.4855,-92.601,1783
Duson,LA,Louisiana,30.2364,-92.193,1768
Paradis,LA,Louisiana,29.868,-90.4398,1759
Oberlin,LA,Louisiana,30.607,-92.7724,1730
Sorrento,LA,Louisiana,30.1828,-90.8674,1704
Minorca,LA,Louisiana,31.5725,-91.4884,1703
White Castle,LA,Louisiana,30.161,-91.1496,1691
Charenton,LA,Louisiana,29.8685,-91.5388,1688
Lockport Heights,LA,Louisiana,29.6564,-90.5486,1683
Amelia,LA,Louisiana,29.6645,-91.1072,1647
St. Francisville,LA,Louisiana,30.7852,-91.3787,1625
Maurice,LA,Louisiana,30.1041,-92.1211,1609
Des Allemands,LA,Louisiana,29.8162,-90.4746,1597
Presquille,LA,Louisiana,29.5586,-90.6385,1595
Bernice,LA,Louisiana,32.8276,-92.6584,1594
Bayou L'Ourse,LA,Louisiana,29.7174,-91.0607,1564
Oak Grove,LA,Louisiana,32.8619,-91.3911,1553
Rosepine,LA,Louisiana,30.9208,-93.2857,1539
Logansport,LA,Louisiana,31.9762,-93.9933,1537
Dulac,LA,Louisiana,29.3864,-90.7081,1504
Clinton,LA,Louisiana,30.8614,-91.015,1502
Lakeview,LA,Louisiana,32.5238,-93.8299,1467
Colfax,LA,Louisiana,31.5208,-92.7001,1464
Pine Prairie,LA,Louisiana,30.7818,-92.4223,1454
Lawtell,LA,Louisiana,30.5126,-92.1832,1441
Grand Isle,LA,Louisiana,29.2134,-90.0306,1438
Iota,LA,Louisiana,30.326,-92.4956,1433
Hackberry,LA,Louisiana,29.9717,-93.3947,1421
New Sarpy,LA,Louisiana,29.9809,-90.3833,1393
Banks Springs,LA,Louisiana,32.0764,-92.085,1378
Olla,LA,Louisiana,31.8981,-92.2404,1375
Ringgold,LA,Louisiana,32.3261,-93.2837,1370
Ama,LA,Louisiana,29.944,-90.2967,1366
Mansura,LA,Louisiana,31.0673,-92.0528,1352
Gueydan,LA,Louisiana,30.0291,-92.5071,1348
Killian,LA,Louisiana,30.353,-90.5795,1322
Glenmora,LA,Louisiana,30.9733,-92.5824,1312
Urania,LA,Louisiana,31.8639,-92.2913,1301
Bayou Country Club,LA,Louisiana,29.78,-90.7894,1298
Roseland,LA,Louisiana,30.7646,-90.5114,1262
Midway,LA,Louisiana,31.6788,-92.1493,1245
Vienna Bend,LA,Louisiana,31.7372,-93.0343,1228
Watson,LA,Louisiana,30.575,-90.9508,1193
Catahoula,LA,Louisiana,30.2125,-91.7127,1193
French Settlement,LA,Louisiana,30.3159,-90.8033,1192
Krotz Springs,LA,Louisiana,30.5323,-91.7518,1176
Lecompte,LA,Louisiana,31.0881,-92.3999,1160
Sibley,LA,Louisiana,32.5423,-93.2947,1160
Deville,LA,Louisiana,31.3398,-92.1389,1159
Albany,LA,Louisiana,30.4996,-90.584,1159
Woodworth,LA,Louisiana,31.1655,-92.5096,1142
Elton,LA,Louisiana,30.4812,-92.6976,1141
Merryville,LA,Louisiana,30.7571,-93.5245,1108
Hayes,LA,Louisiana,30.1112,-92.9236,1106
Leonville,LA,Louisiana,30.4661,-91.9811,1102
Paulina,LA,Louisiana,30.0351,-90.7226,1085
Lemannville,LA,Louisiana,30.1028,-90.9239,1078
Estherwood,LA,Louisiana,30.1816,-92.4634,1074
Cullen,LA,Louisiana,32.9699,-93.4464,1066
Empire,LA,Louisiana,29.4133,-89.6052,1060
Campti,LA,Louisiana,31.898,-93.1158,1047
Arnaudville,LA,Louisiana,30.4021,-91.932,1046
Reddell,LA,Louisiana,30.6687,-92.4268,1041
Start,LA,Louisiana,32.4902,-91.865,1035
Melville,LA,Louisiana,30.6917,-91.7485,1029
Clarks,LA,Louisiana,32.0288,-92.1408,1000
Maringouin,LA,Louisiana,30.4907,-91.5187,994
Lafitte,LA,Louisiana,29.6957,-90.0995,990
Supreme,LA,Louisiana,29.8604,-90.9955,984
Choudrant,LA,Louisiana,32.5502,-92.5121,981
Boyce,LA,Louisiana,31.3905,-92.6699,980
Barataria,LA,Louisiana,29.7092,-90.1217,979
St. Joseph,LA,Louisiana,31.9202,-91.2401,973
Oil City,LA,Louisiana,32.7453,-93.9758,970
Newellton,LA,Louisiana,32.0723,-91.239,963
Plain Dealing,LA,Louisiana,32.9074,-93.6992,944
Cotton Valley,LA,Louisiana,32.8135,-93.4228,936
Welcome,LA,Louisiana,30.0474,-90.8823,932
Washington,LA,Louisiana,30.615,-92.0594,914
Fordoche,LA,Louisiana,30.594,-91.6179,913
Paincourtville,LA,Louisiana,29.9887,-91.0554,909
Buras,LA,Louisiana,29.3528,-89.5248,907
Dubach,LA,Louisiana,32.702,-92.6575,907
Slaughter,LA,Louisiana,30.7219,-91.1393,906
Grand Coteau,LA,Louisiana,30.4202,-92.0438,905
Wisner,LA,Louisiana,31.9804,-91.6552,900
Gibsland,LA,Louisiana,32.5395,-93.0541,878
Wallace Ridge,LA,Louisiana,31.6849,-91.8321,867
Folsom,LA,Louisiana,30.6304,-90.1947,862
Moreauville,LA,Louisiana,31.0342,-91.9818,857
Tangipahoa,LA,Louisiana,30.8758,-90.5138,853
Madisonville,LA,Louisiana,30.4006,-90.1656,848
Forest Hill,LA,Louisiana,31.0478,-92.5241,843
Loreauville,LA,Louisiana,30.0601,-91.7378,840
Simsboro,LA,Louisiana,32.5323,-92.7839,835
Kraemer,LA,Louisiana,29.8606,-90.6337,826
Sarepta,LA,Louisiana,32.8963,-93.4518,826
Epps,LA,Louisiana,32.6038,-91.4814,813
Pitkin,LA,Louisiana,30.9344,-92.9268,803
Morse,LA,Louisiana,30.1221,-92.4985,802
St. James,LA,Louisiana,30.0185,-90.8513,788
Ventress,LA,Louisiana,30.6824,-91.4248,784
Anacoco,LA,Louisiana,31.2545,-93.344,783
Doyline,LA,Louisiana,32.525,-93.4118,782
Tickfaw,LA,Louisiana,30.5769,-90.4871,764
Port Vincent,LA,Louisiana,30.3384,-90.8423,755
Hessmer,LA,Louisiana,31.0534,-92.1214,750
Mooringsport,LA,Louisiana,32.6832,-93.9607,750
Rosedale,LA,Louisiana,30.4429,-91.4601,743
Marion,LA,Louisiana,32.8997,-92.2405,738
Fifth Ward,LA,Louisiana,31.1207,-92.1584,738
Montgomery,LA,Louisiana,31.6677,-92.8877,734
Choctaw,LA,Louisiana,29.8457,-90.7238,731
Killona,LA,Louisiana,29.9985,-90.4851,714
Wallace,LA,Louisiana,30.0303,-90.6569,707
Parks,LA,Louisiana,30.2173,-91.8271,699
Pleasant Hill,LA,Louisiana,31.8154,-93.5164,688
Greensburg,LA,Louisiana,30.83,-90.6698,652
Clayton,LA,Louisiana,31.7226,-91.5373,640
Bordelonville,LA,Louisiana,31.1011,-91.9005,640
Longville,LA,Louisiana,30.609,-93.2282,639
Mangham,LA,Louisiana,32.309,-91.7795,631
Grosse Tete,LA,Louisiana,30.4148,-91.4395,629
Mermentau,LA,Louisiana,30.1874,-92.584,629
Boothville,LA,Louisiana,29.333,-89.4052,626
Union,LA,Louisiana,30.0917,-90.8844,611
Provencal,LA,Louisiana,31.6547,-93.1999,607
Ridgecrest,LA,Louisiana,31.6018,-91.5304,603
Natchez,LA,Louisiana,31.6743,-93.0456,601
Florien,LA,Louisiana,31.448,-93.4584,599
Siracusaville,LA,Louisiana,29.6886,-91.1522,597
Napoleonville,LA,Louisiana,29.9384,-91.0263,590
Simpson,LA,Louisiana,31.2583,-93.0194,586
Cheneyville,LA,Louisiana,31.011,-92.29,584
Morganza,LA,Louisiana,30.7383,-91.592,575
Egan,LA,Louisiana,30.246,-92.5136,573
Wilson,LA,Louisiana,30.9236,-91.109,567
Sorrel,LA,Louisiana,29.8879,-91.6226,559
Waterproof,LA,Louisiana,31.8072,-91.3861,555
Junction City,LA,Louisiana,33.0073,-92.7224,554
Martin,LA,Louisiana,32.0983,-93.2193,554
Gilbert,LA,Louisiana,32.0507,-91.6567,553
Chatham,LA,Louisiana,32.3094,-92.4519,550
Mer Rouge,LA,Louisiana,32.7767,-91.7949,549
Lydia,LA,Louisiana,29.9263,-91.7813,544
Richmond,LA,Louisiana,32.3884,-91.1804,544
Elizabeth,LA,Louisiana,30.8669,-92.7986,537
Springfield,LA,Louisiana,30.4255,-90.5444,526
Calhoun,LA,Louisiana,32.5153,-92.3539,520
Grayson,LA,Louisiana,32.0492,-92.1116,513
Cankton,LA,Louisiana,30.3455,-92.113,505
Point Place,LA,Louisiana,31.6882,-93.0245,498
Triumph,LA,Louisiana,29.3443,-89.4683,493
Sun,LA,Louisiana,30.65,-89.9056,489
Clarence,LA,Louisiana,31.8198,-93.029,484
Pollock,LA,Louisiana,31.4985,-92.4432,479
Sicily Island,LA,Louisiana,31.8492,-91.6599,465
Turkey Creek,LA,Louisiana,30.8732,-92.417,464
Monterey,LA,Louisiana,31.4436,-91.7191,462
Crescent,LA,Louisiana,30.2405,-91.2864,460
Center Point,LA,Louisiana,31.2524,-92.2099,458
Convent,LA,Louisiana,30.0132,-90.8232,455
Prospect,LA,Louisiana,31.4488,-92.4969,445
Bayou Goula,LA,Louisiana,30.2105,-91.1765,442
Dry Prong,LA,Louisiana,31.5806,-92.5305,438
Hornbeck,LA,Louisiana,31.3265,-93.396,437
Hodge,LA,Louisiana,32.2719,-92.7303,436
Converse,LA,Louisiana,31.7795,-93.7001,433
Goldonna,LA,Louisiana,32.0193,-92.9162,423
Gillis,LA,Louisiana,30.3769,-93.1999,403
St. Maurice,LA,Louisiana,31.7613,-92.9389,392
Tullos,LA,Louisiana,31.8188,-92.3292,391
Kilbourne,LA,Louisiana,32.9971,-91.3139,383
North Hodge,LA,Louisiana,32.2845,-92.7171,376
Vienna,LA,Louisiana,32.6093,-92.6481,374
Lacassine,LA,Louisiana,30.2331,-92.9208,366
Columbia,LA,Louisiana,32.1026,-92.077,366
Starks,LA,Louisiana,30.3105,-93.6667,364
Singer,LA,Louisiana,30.6512,-93.4117,363
Hester,LA,Louisiana,30.0277,-90.771,361
Chataignier,LA,Louisiana,30.5696,-92.3168,360
Fenton,LA,Louisiana,30.3638,-92.9164,359
South Mansfield,LA,Louisiana,32.0181,-93.7237,357
Oretta,LA,Louisiana,30.529,-93.4391,352
Roanoke,LA,Louisiana,30.2355,-92.7481,349
Forest,LA,Louisiana,32.7924,-91.4125,337
Varnado,LA,Louisiana,30.8953,-89.8319,335
Belmont,LA,Louisiana,31.7182,-93.5082,325
Georgetown,LA,Louisiana,31.7597,-92.3821,320
Harrisonburg,LA,Louisiana,31.7681,-91.825,317
Keachi,LA,Louisiana,32.1708,-93.916,303
Dodson,LA,Louisiana,32.0808,-92.6587,300
Hosston,LA,Louisiana,32.8849,-93.882,299
Norwood,LA,Louisiana,30.9682,-91.1124,291
Evergreen,LA,Louisiana,30.9527,-92.1052,288
Hall Summit,LA,Louisiana,32.1768,-93.3055,287
Fort Jesup,LA,Louisiana,31.6118,-93.4077,278
Saline,LA,Louisiana,32.163,-92.9766,277
East Hodge,LA,Louisiana,32.2776,-92.7141,275
Athens,LA,Louisiana,32.658,-93.0277,269
Spokane,LA,Louisiana,31.713,-91.4453,266
Ashland,LA,Louisiana,32.1164,-93.1171,263
Dixie Inn,LA,Louisiana,32.5968,-93.3317,263
Rodessa,LA,Louisiana,32.9735,-93.9969,261
Dubberly,LA,Louisiana,32.5413,-93.2373,257
Lucky,LA,Louisiana,32.2443,-93.0158,256
Delta,LA,Louisiana,32.322,-90.9414,252
Collinston,LA,Louisiana,32.6893,-91.8718,251
Angie,LA,Louisiana,30.9633,-89.8177,249
Belcher,LA,Louisiana,32.7521,-93.8372,248
Bonita,LA,Louisiana,32.9206,-91.6751,246
Venice,LA,Louisiana,29.2875,-89.3637,245
Noble,LA,Louisiana,31.6899,-93.6832,244
Baskin,LA,Louisiana,32.2591,-91.7473,244
Reeves,LA,Louisiana,30.5216,-93.0428,244
Castor,LA,Louisiana,32.2549,-93.166,242
Montpelier,LA,Louisiana,30.6823,-90.6545,241
Grand Cane,LA,Louisiana,32.0836,-93.8088,240
Pleasure Bend,LA,Louisiana,29.9205,-90.6458,234
Glencoe,LA,Louisiana,29.8112,-91.6703,230
Plaucheville,LA,Louisiana,30.9647,-91.9837,229
Creola,LA,Louisiana,31.43,-92.4828,227
Frierson,LA,Louisiana,32.2487,-93.6893,225
Moonshine,LA,Louisiana,29.97,-90.8132,224
Heflin,LA,Louisiana,32.4565,-93.2683,221
Fisher,LA,Louisiana,31.4934,-93.4597,219
Calvin,LA,Louisiana,31.9617,-92.7758,219
Pointe a la Hache,LA,Louisiana,29.5737,-89.7808,217
McNary,LA,Louisiana,30.9895,-92.5794,210
Cameron,LA,Louisiana,29.787,-93.2925,209
Ida,LA,Louisiana,33.0001,-93.8949,208
Branch,LA,Louisiana,30.348,-92.2771,207
Bienville,LA,Louisiana,32.3618,-92.9788,198
Romeville,LA,Louisiana,30.0676,-90.8341,195
Edgefield,LA,Louisiana,32.0501,-93.336,192
Quitman,LA,Louisiana,32.3507,-92.7236,174
Shongaloo,LA,Louisiana,32.9416,-93.2955,168
Lisbon,LA,Louisiana,32.7893,-92.8672,167
Robeline,LA,Louisiana,31.6898,-93.3039,166
Longstreet,LA,Louisiana,32.0976,-93.9505,162
Gloster,LA,Louisiana,32.1921,-93.8112,161
Palmetto,LA,Louisiana,30.7177,-91.9082,160
Gilliam,LA,Louisiana,32.829,-93.8433,152
Eros,LA,Louisiana,32.3926,-92.4239,151
Joyce,LA,Louisiana,31.9347,-92.585,148
Pioneer,LA,Louisiana,32.7381,-91.4381,147
Atlanta,LA,Louisiana,31.8064,-92.7383,146
Rock Hill,LA,Louisiana,31.4427,-92.5695,135
Downsville,LA,Louisiana,32.6264,-92.4129,130
Powhatan,LA,Louisiana,31.8738,-93.2033,128
Spearsville,LA,Louisiana,32.9339,-92.6022,127
Jamestown,LA,Louisiana,32.3397,-93.2065,126
Oak Ridge,LA,Louisiana,32.6244,-91.7731,123
Sikes,LA,Louisiana,32.079,-92.4863,121
Lillie,LA,Louisiana,32.9221,-92.6614,120
Stanley,LA,Louisiana,31.9609,-93.8995,110
Bryceland,LA,Louisiana,32.4485,-92.9924,99
Jordan Hill,LA,Louisiana,31.8591,-92.5156,87
Mount Lebanon,LA,Louisiana,32.5053,-93.0499,70
Sugartown,LA,Louisiana,30.8401,-93.0123,69
Taft,LA,Louisiana,29.9854,-90.4533,63
Bayou Corne,LA,Louisiana,30.0159,-91.1528,18
Mound,LA,Louisiana,32.333,-91.0242,16
Boston,MA,Massachusetts,42.3188,-71.0846,4688346
Springfield,MA,Massachusetts,42.1155,-72.5395,623401
Worcester,MA,Massachusetts,42.2705,-71.8079,498328
Barnstable,MA,Massachusetts,41.6722,-70.3599,242847
New Bedford,MA,Massachusetts,41.6697,-70.9428,149910
Leominster,MA,Massachusetts,42.5209,-71.7717,119690
Cambridge,MA,Massachusetts,42.3759,-71.1185,118927
Lowell,MA,Massachusetts,42.6389,-71.3217,110997
Brockton,MA,Massachusetts,42.0821,-71.0242,95708
Quincy,MA,Massachusetts,42.2516,-71.0183,94470
Lynn,MA,Massachusetts,42.4779,-70.9663,94299
Fall River,MA,Massachusetts,41.7137,-71.1014,89541
Newton,MA,Massachusetts,42.3316,-71.2085,88414
Somerville,MA,Massachusetts,42.3908,-71.1013,81360
Lawrence,MA,Massachusetts,42.7003,-71.1626,80028
Framingham,MA,Massachusetts,42.3085,-71.4368,74416
Haverhill,MA,Massachusetts,42.7838,-71.0871,64014
Waltham,MA,Massachusetts,42.3889,-71.2423,62495
Malden,MA,Massachusetts,42.4305,-71.0576,60470
Weymouth,MA,Massachusetts,42.1984,-70.9466,57746
Taunton,MA,Massachusetts,41.9036,-71.0943,57464
Medford,MA,Massachusetts,42.4234,-71.1087,57341
Pittsfield,MA,Massachusetts,42.4517,-73.2605,55697
Chicopee,MA,Massachusetts,42.1764,-72.5719,55126
Revere,MA,Massachusetts,42.4192,-71.0036,53073
Peabody,MA,Massachusetts,42.5335,-70.9724,53070
Methuen Town,MA,Massachusetts,42.734,-71.1889,50706
Everett,MA,Massachusetts,42.4064,-71.0545,46451
Attleboro,MA,Massachusetts,41.9311,-71.295,45237
Salem,MA,Massachusetts,42.5129,-70.902,43226
Beverly,MA,Massachusetts,42.5681,-70.8627,42174
Westfield,MA,Massachusetts,42.1382,-72.7561,41204
Fitchburg,MA,Massachusetts,42.5912,-71.8156,40638
Woburn,MA,Massachusetts,42.4869,-71.1543,40228
Holyoke,MA,Massachusetts,42.2125,-72.6411,40117
Amherst,MA,Massachusetts,42.3645,-72.5069,39741
Chelsea,MA,Massachusetts,42.3959,-71.0325,39690
Marlborough,MA,Massachusetts,42.3494,-71.5468,39597
Braintree,MA,Massachusetts,42.2039,-71.0022,37190
Watertown Town,MA,Massachusetts,42.37,-71.1774,35939
Randolph,MA,Massachusetts,42.1778,-71.0539,34362
Franklin,MA,Massachusetts,42.0862,-71.4113,34087
Gloucester,MA,Massachusetts,42.626,-70.6897,30430
North Attleborough,MA,Massachusetts,41.9699,-71.3345,29116
Agawam,MA,Massachusetts,42.0657,-72.6526,28613
West Springfield,MA,Massachusetts,42.1253,-72.6503,28517
Northampton,MA,Massachusetts,42.3266,-72.6745,28451
Melrose,MA,Massachusetts,42.4556,-71.059,28016
Bridgewater,MA,Massachusetts,41.9728,-70.9749,27619
Greenfield,MA,Massachusetts,42.614,-72.5985,22703
Gardner,MA,Massachusetts,42.5845,-71.9867,20683
Amherst Center,MA,Massachusetts,42.3757,-72.5188,20253
Winthrop,MA,Massachusetts,42.3751,-70.9847,18544
Newburyport,MA,Massachusetts,42.8124,-70.8878,18289
Amesbury,MA,Massachusetts,42.853,-70.9446,17532
North Adams,MA,Massachusetts,42.6844,-73.1166,17153
Southbridge,MA,Massachusetts,42.0604,-72.0338,16878
Easthampton,MA,Massachusetts,42.2652,-72.672,15829
Palmer,MA,Massachusetts,42.1888,-72.3112,12232
South Yarmouth,MA,Massachusetts,41.6692,-70.2005,11624
Mansfield Center,MA,Massachusetts,42.0225,-71.218,7892
West Concord,MA,Massachusetts,42.4518,-71.4035,7402
Middleborough Center,MA,Massachusetts,41.8945,-70.926,7333
Pinehurst,MA,Massachusetts,42.5334,-71.234,7275
Cochituate,MA,Massachusetts,42.329,-71.3576,6942
Whitinsville,MA,Massachusetts,42.1146,-71.6688,6941
East Falmouth,MA,Massachusetts,41.5707,-70.5556,5782
West Yarmouth,MA,Massachusetts,41.6496,-70.2487,5271
Ocean Bluff-Brant Rock,MA,Massachusetts,42.1006,-70.6625,5190
Bliss Corner,MA,Massachusetts,41.6054,-70.9421,5137
Yarmouth Port,MA,Massachusetts,41.71,-70.2257,5045
East Harwich,MA,Massachusetts,41.7081,-70.0339,4859
North Scituate,MA,Massachusetts,42.2121,-70.7652,4804
Smith Mills,MA,Massachusetts,41.6432,-70.992,4717
Raynham Center,MA,Massachusetts,41.9327,-71.0431,4522
North Westport,MA,Massachusetts,41.6539,-71.0927,4515
Forestdale,MA,Massachusetts,41.6846,-70.5082,4403
Millis-Clicquot,MA,Massachusetts,42.1648,-71.3544,4350
Turners Falls,MA,Massachusetts,42.5976,-72.5572,4100
Northwest Harwich,MA,Massachusetts,41.6917,-70.1027,4033
North Plymouth,MA,Massachusetts,41.9728,-70.6882,3787
Wareham Center,MA,Massachusetts,41.751,-70.7198,3690
South Dennis,MA,Massachusetts,41.7051,-70.1537,3684
Sagamore,MA,Massachusetts,41.7842,-70.5332,3673
South Duxbury,MA,Massachusetts,42.0203,-70.6913,3613
Mattapoisett Center,MA,Massachusetts,41.6667,-70.8054,3594
East Sandwich,MA,Massachusetts,41.7365,-70.4341,3478
Buzzards Bay,MA,Massachusetts,41.7551,-70.6129,3431
Littleton Common,MA,Massachusetts,42.5352,-71.4727,3402
Dennis Port,MA,Massachusetts,41.6677,-70.1358,3373
North Pembroke,MA,Massachusetts,42.0989,-70.7823,3255
Fiskdale,MA,Massachusetts,42.1227,-72.1087,3166
Acushnet Center,MA,Massachusetts,41.685,-70.9065,3136
Pocasset,MA,Massachusetts,41.6877,-70.6202,3069
Monument Beach,MA,Massachusetts,41.7192,-70.6061,2984
Ocean Grove,MA,Massachusetts,41.7281,-71.2098,2963
North Lakeville,MA,Massachusetts,41.8619,-70.9411,2936
East Douglas,MA,Massachusetts,42.0779,-71.7121,2908
Cordaville,MA,Massachusetts,42.2727,-71.5221,2905
Norton Center,MA,Massachusetts,41.9726,-71.1854,2879
North Falmouth,MA,Massachusetts,41.6395,-70.626,2698
North Seekonk,MA,Massachusetts,41.8882,-71.3297,2534
East Dennis,MA,Massachusetts,41.7392,-70.1577,2366
Marshfield Hills,MA,Massachusetts,42.1487,-70.7315,2337
White Island Shores,MA,Massachusetts,41.7933,-70.639,2322
West Dennis,MA,Massachusetts,41.6666,-70.1656,2179
West Wareham,MA,Massachusetts,41.79,-70.755,2173
Hanscom AFB,MA,Massachusetts,42.4582,-71.2793,2048
Devens,MA,Massachusetts,42.5438,-71.6147,1913
Baldwinville,MA,Massachusetts,42.6049,-72.0771,1894
Vineyard Haven,MA,Massachusetts,41.4565,-70.6069,1887
Weweantic,MA,Massachusetts,41.7398,-70.7351,1880
South Deerfield,MA,Massachusetts,42.4795,-72.5947,1859
West Falmouth,MA,Massachusetts,41.6011,-70.6364,1835
Monson Center,MA,Massachusetts,42.099,-72.3048,1811
Shelburne Falls,MA,Massachusetts,42.6063,-72.7434,1756
Harwich Port,MA,Massachusetts,41.6723,-70.0641,1739
Teaticket,MA,Massachusetts,41.5624,-70.5858,1597
East Pepperell,MA,Massachusetts,42.6654,-71.5635,1592
South Lancaster,MA,Massachusetts,42.4373,-71.692,1588
North Eastham,MA,Massachusetts,41.8539,-69.9968,1548
Harwich Center,MA,Massachusetts,41.6924,-70.0694,1511
The Pinehills,MA,Massachusetts,41.8882,-70.6,1350
West Chatham,MA,Massachusetts,41.6804,-69.9918,1272
Millers Falls,MA,Massachusetts,42.5792,-72.4925,1239
Marion Center,MA,Massachusetts,41.7042,-70.7629,1070
Mashpee Neck,MA,Massachusetts,41.6118,-70.4667,988
South Ashburnham,MA,Massachusetts,42.6138,-71.9384,917
Woods Hole,MA,Massachusetts,41.5303,-70.6614,883
Onset,MA,Massachusetts,41.7481,-70.6669,824
New Seabury,MA,Massachusetts,41.5689,-70.4811,774
Housatonic,MA,Massachusetts,42.2487,-73.3626,656
Seabrook,MA,Massachusetts,41.5831,-70.4992,445
Madaket,MA,Massachusetts,41.2826,-70.1855,276
Popponesset,MA,Massachusetts,41.5737,-70.4636,184
Monomoscoy Island,MA,Massachusetts,41.5713,-70.5025,112
Siasconset,MA,Massachusetts,41.2636,-69.9718,96
Seconsett Island,MA,Massachusetts,41.5661,-70.5123,17
Popponesset Island,MA,Massachusetts,41.5855,-70.4591,8
Baltimore,MD,Maryland,39.3051,-76.6144,2106068
Hagerstown,MD,Maryland,39.6401,-77.7217,184755
Frederick,MD,Maryland,39.4336,-77.4141,156787
Salisbury,MD,Maryland,38.3756,-75.5867,106447
Columbia,MD,Maryland,39.2004,-76.859,103663
Germantown,MD,Maryland,39.1755,-77.2643,90844
Silver Spring,MD,Maryland,39.0028,-77.0207,79750
Waldorf,MD,Maryland,38.6085,-76.9195,74587
Ellicott City,MD,Maryland,39.2773,-76.8344,72247
Glen Burnie,MD,Maryland,39.1559,-76.6072,69813
Rockville,MD,Maryland,39.0834,-77.1552,68079
Gaithersburg,MD,Maryland,39.1346,-77.2132,67985
Dundalk,MD,Maryland,39.2703,-76.4942,62768
Bethesda,MD,Maryland,38.9866,-77.1188,62448
Bowie,MD,Maryland,38.9569,-76.7409,58643
Towson,MD,Maryland,39.3944,-76.619,58347
Aspen Hill,MD,Maryland,39.0928,-77.0823,52807
Wheaton,MD,Maryland,39.0492,-77.0572,50459
North Bethesda,MD,Maryland,39.0393,-77.1191,50262
Severn,MD,Maryland,39.1355,-76.6958,50052
Bel Air South,MD,Maryland,39.5051,-76.3197,48269
Cumberland,MD,Maryland,39.6515,-78.7585,47980
Potomac,MD,Maryland,39.0141,-77.1943,45824
Odenton,MD,Maryland,39.0661,-76.6939,41846
Catonsville,MD,Maryland,39.2646,-76.7424,41515
Essex,MD,Maryland,39.3024,-76.4457,40480
Clinton,MD,Maryland,38.7499,-76.9063,40027
Annapolis,MD,Maryland,38.9706,-76.5047,39223
Woodlawn,MD,Maryland,39.3054,-76.7489,38951
Severna Park,MD,Maryland,39.087,-76.5687,38576
Chillum,MD,Maryland,38.9667,-76.979,35798
Olney,MD,Maryland,39.1465,-77.0715,35280
Randallstown,MD,Maryland,39.3723,-76.8024,34897
Owings Mills,MD,Maryland,39.4115,-76.7913,34477
Montgomery Village,MD,Maryland,39.1783,-77.1957,33798
Pikesville,MD,Maryland,39.3893,-76.702,33387
College Park,MD,Maryland,38.996,-76.9337,32163
Parkville,MD,Maryland,39.3832,-76.5519,31633
Bel Air North,MD,Maryland,39.5544,-76.3733,31582
Eldersburg,MD,Maryland,39.4041,-76.9529,31454
Milford Mill,MD,Maryland,39.3444,-76.7668,29974
Carney,MD,Maryland,39.405,-76.5236,29743
Crofton,MD,Maryland,39.0144,-76.68,28379
Pasadena,MD,Maryland,39.1552,-76.5537,28338
Perry Hall,MD,Maryland,39.4067,-76.4781,28129
South Laurel,MD,Maryland,39.0603,-76.8456,28048
Reisterstown,MD,Maryland,39.4552,-76.8144,26933
Ilchester,MD,Maryland,39.2187,-76.7684,26647
Lochearn,MD,Maryland,39.346,-76.7307,26271
Edgewood,MD,Maryland,39.421,-76.2968,26219
Laurel,MD,Maryland,39.095,-76.8622,25631
Middle River,MD,Maryland,39.3345,-76.4318,25346
Chesapeake Beach,MD,Maryland,38.6881,-76.5448,24845
Fairland,MD,Maryland,39.0804,-76.9527,24831
North Laurel,MD,Maryland,39.1286,-76.8476,24621
Suitland,MD,Maryland,38.8492,-76.9225,24444
Fort Washington,MD,Maryland,38.7339,-77.0069,24183
North Potomac,MD,Maryland,39.0955,-77.2372,24148
Clarksburg,MD,Maryland,39.2314,-77.2617,23548
Arnold,MD,Maryland,39.0437,-76.4974,23518
Greenbelt,MD,Maryland,38.9953,-76.8885,23224
Cockeysville,MD,Maryland,39.4793,-76.63,22071
Landover,MD,Maryland,38.9241,-76.8875,22041
Camp Springs,MD,Maryland,38.8052,-76.9198,21602
Elkridge,MD,Maryland,39.1941,-76.7427,20519
Lake Shore,MD,Maryland,39.1029,-76.4876,20260
Arbutus,MD,Maryland,39.2428,-76.6922,20259
Ballenger Creek,MD,Maryland,39.3807,-77.4205,19889
Rosedale,MD,Maryland,39.3266,-76.5084,19336
Langley Park,MD,Maryland,38.9897,-76.9808,19278
White Oak,MD,Maryland,39.0433,-76.9906,19010
Westminster,MD,Maryland,39.5796,-77.0066,18640
Seabrook,MD,Maryland,38.9802,-76.8502,18345
Hyattsville,MD,Maryland,38.9612,-76.9548,18230
Calverton,MD,Maryland,39.0578,-76.9488,18076
Easton,MD,Maryland,38.776,-76.0702,17911
Maryland City,MD,Maryland,39.1016,-76.8051,17736
Takoma Park,MD,Maryland,38.981,-77.0028,17725
Oxon Hill,MD,Maryland,38.7887,-76.9733,17720
Glassmanor,MD,Maryland,38.8181,-76.9836,17628
Beltsville,MD,Maryland,39.0394,-76.9211,17589
Ferndale,MD,Maryland,39.1869,-76.633,17455
Redland,MD,Maryland,39.1335,-77.1465,16978
Glenmont,MD,Maryland,39.0698,-77.0467,16389
Parole,MD,Maryland,38.9861,-76.5519,16232
Hillcrest Heights,MD,Maryland,38.8373,-76.9641,16185
Aberdeen,MD,Maryland,39.5146,-76.173,16019
